GBPMXN,英鎊兌墨西哥比索,British Pound/Mexican Peso,forex,gb,
GBPNOK,英鎊兌挪威克朗,British Pound/Norwegian Krone,forex,gb,
GBPPLN,英鎊兌波蘭茲羅提,British Pound/Polish Złoty,forex,gb,
GBPSEK,英鎊兌瑞典克朗,British Pound/Swedish Krona,forex,gb,
GBPSGD,英鎊兌新加坡元,British Pound/Singapore Dollar,forex,gb,
GBPTRY,英鎊兌土耳其里拉,British Pound/Turkish Lira,forex,gb,
GBPZAR,英鎊兌南非蘭特,British Pound/South African Rand,forex,gb,
NOKSEK,挪威克朗兌瑞典克朗,Norwegian Krone/Swedish Krona,forex,gb,
SARUSD,沙烏地阿拉伯里亞爾兌美元,Saudi Riyal/US Dollar,forex,gb,
KRWUSD,韓元兌美元,South Korean Won/US Dollar,forex,gb,
USDILS,以色列新謝克爾,US Dollar/Israeli New Shekel,forex,gb,
USDMOP,美元兌澳門元,US Dollar/Macau Pataca,forex,gb,
USDAED,美元兌阿聯酋迪拉姆,US Dollar/United Arab Emirates Dirham,forex,gb,
USDALL,美元兌阿爾巴尼亞列克,US Dollar/Albanian Lek,forex,gb,
USDAOA,美元兌安哥拉寬扎,US Dollar/Angolan Kwanza,forex,gb,
USDATS,美元兌奧地利先令,US Dollar/Austrian Schilling,forex,gb,
USDAWG,美元兌阿魯巴弗羅林,US Dollar/Aruban Florin,forex,gb,
USDAZN,美元兌阿塞拜疆馬納特,US Dollar/Azerbaijani Manat,forex,gb,
USDARS,美元兌阿根廷披索,US Dollar/Argentine Peso,forex,gb,
USDBAM,美元兌波士尼亞與赫塞哥維納可兌換馬克,US Dollar/Bosnia and Herzegovina Convertible Mark,forex,gb,
USDBBD,美元兌巴貝多元,US Dollar/Barbadian Dollar,forex,gb,
USDBEF,美元兌比利時法郎,US Dollar/Belgian Franc,forex,gb,
USDBGN,美元兌保加利亞列弗,US Dollar/Bulgarian Lev,forex,gb,
USDBHD,美元兌巴林第納爾,US Dollar/Bahraini Dinar,forex,gb,
USDBIF,美元兌蒲隆地法郎,US Dollar/Burundian Franc,forex,gb,
USDBMD,美元兌百慕達元,US Dollar/Bermudian Dollar,forex,gb,
USDBSD,美元兌巴哈馬元,US Dollar/Bahamian Dollar,forex,gb,
USDBWP,美元兌波札那普拉,US Dollar/Botswana Pula,forex,gb,
USDBYN,美元兌白俄羅斯盧布,US Dollar/Belarusian Ruble,forex,gb,
USDBZD,美元兌貝里斯元,US Dollar/Belize Dollar,forex,gb,
USDCLF,美元兌智利計價單位,US Dollar/Chilean Unidad de Fomento,forex,gb,
USDCOU,美元兌哥倫比亞金融單位,US Dollar/Colombian Unidad de Valor Real,forex,gb,
USDCOP,美元兌哥倫比亞披索,US Dollar/Colombian Peso,forex,gb,
USDCRC,美元兌哥斯大黎加科朗,US Dollar/Costa Rican Colón,forex,gb,
USDCUP,美元兌古巴披索,US Dollar/Cuban Peso,forex,gb,
USDCVE,美元兌維德角埃斯庫多,US Dollar/Cape Verdean Escudo,forex,gb,
USDDJF,美元兌吉布地法郎,US Dollar/Djiboutian Franc,forex,gb,
USDDOP,美元兌多明尼加披索,US Dollar/Dominican Peso,forex,gb,
USDDZD,美元兌阿爾及利亞第納爾,US Dollar/Algerian Dinar,forex,gb,
USDERN,美元兌厄利垂亞納克法,US Dollar/Eritrean Nakfa,forex,gb,
USDESP,美元兌西班牙比塞塔,US Dollar/Spanish Peseta,forex,gb,
USDFIM,美元兌芬蘭馬克,US Dollar/Finnish Markka,forex,gb,
USDFKP,美元兌福克蘭群島鎊,US Dollar/Falkland Islands Pound,forex,gb,
USDGIP,美元兌直布羅陀鎊,US Dollar/Gibraltar Pound,forex,gb,
USDGMD,美元兌甘比亞達拉西,US Dollar/Gambian Dalasi,forex,gb,
USDGRD,美元兌希臘德拉克馬,US Dollar/Greek Drachma,forex,gb,
USDGTQ,美元兌瓜地馬拉格查爾,US Dollar/Guatemalan Quetzal,forex,gb,
USDGYD,美元兌蓋亞那元,US Dollar/Guyanese Dollar,forex,gb,
USDHNL,美元兌宏都拉斯倫皮拉,US Dollar/Honduran Lempira,forex,gb,
USDHTG,美元兌海地古德,US Dollar/Haitian Gourde,forex,gb,
USDILA,美元兌以色列舊謝克爾,US Dollar/Israeli Old Shekel,forex,gb,
USDIQD,美元兌伊拉克第納爾,US Dollar/Iraqi Dinar,forex,gb,
USDISK,美元兌冰島克朗,US Dollar/Icelandic Króna,forex,gb,
USDITL,美元兌義大利里拉,US Dollar/Italian Lira,forex,gb,
USDJMD,美元兌牙買加元,US Dollar/Jamaican Dollar,forex,gb,
USDJOD,美元兌約旦第納爾,US Dollar/Jordanian Dinar,forex,gb,
USDKES,美元兌肯亞先令,US Dollar/Kenyan Shilling,forex,gb,
USDKHR,美元兌柬埔寨瑞爾,US Dollar/Cambodian Riel,forex,gb,
USDKMF,美元兌葛摩法郎,US Dollar/Comorian Franc,forex,gb,
USDKPW,美元兌北韓圓,US Dollar/North Korean Won,forex,gb,
USDKWD,美元兌科威特第納爾,US Dollar/Kuwaiti Dinar,forex,gb,
USDKWF,美元兌吉里巴斯元,US Dollar/Kiribati Dollar,forex,gb,
USDKYD,美元兌開曼群島元,US Dollar/Cayman Islands Dollar,forex,gb,
USDKZT,美元兌哈薩克堅戈,US Dollar/Kazakhstani Tenge,forex,gb,
USDLAK,美元兌寮國基普,US Dollar/Lao Kip,forex,gb,
USDLBP,美元兌黎巴嫩鎊,US Dollar/Lebanese Pound,forex,gb,
USDLKR,美元兌斯里蘭卡盧比,US Dollar/Sri Lankan Rupee,forex,gb,
USDLRD,美元兌賴比瑞亞元,US Dollar/Liberian Dollar,forex,gb,
USDLSL,美元兌賴索托洛蒂,US Dollar/Lesotho Loti,forex,gb,
USDLUF,美元兌盧森堡法郎,US Dollar/Luxembourg Franc,forex,gb,
USDLYD,美元兌利比亞第納爾,US Dollar/Libyan Dinar,forex,gb,
USDMAD,美元兌摩洛哥迪拉姆,US Dollar/Moroccan Dirham,forex,gb,
USDMDL,美元兌摩爾多瓦列伊,US Dollar/Moldovan Leu,forex,gb,
USDMGA,美元兌馬達加斯加阿里亞里,US Dollar/Malagasy Ariary,forex,gb,
USDMKD,美元兌北馬其頓代納爾,US Dollar/North Macedonian Denar,forex,gb,
USDMMK,美元兌緬甸元,US Dollar/Burmese Kyat,forex,gb,
USDMNT,美元兌蒙古圖格里克,US Dollar/Mongolian Tögrög,forex,gb,
USDMRU,美元兌茅利塔尼亞烏吉亞,US Dollar/Mauritanian Ouguiya,forex,gb,
USDMUR,美元兌模里西斯盧比,US Dollar/Mauritian Rupee,forex,gb,
USDMVR,美元兌馬爾地夫拉菲亞,US Dollar/Maldivian Rufiyaa,forex,gb,
USDMWK,美元兌馬拉威克瓦查,US Dollar/Malawian Kwacha,forex,gb,
USDMXV,美元兌墨西哥金融單位,US Dollar/Mexican Unidad de Inversion,forex,gb,
USDMZN,美元兌莫三比克梅蒂卡爾,US Dollar/Mozambican Metical,forex,gb,
USDNIO,美元兌尼加拉瓜科多巴,US Dollar/Nicaraguan Córdoba,forex,gb,
USDNLG,美元兌荷蘭盾,US Dollar/Dutch Guilder,forex,gb,
USDNPR,美元兌尼泊爾盧比,US Dollar/Nepalese Rupee,forex,gb,
USDOMR,美元兌阿曼里亞爾,US Dollar/Omani Rial,forex,gb,
USDPAB,美元兌巴拿馬巴波亞,US Dollar/Panamanian Balboa,forex,gb,
USDPEN,美元兌祕魯新索爾,US Dollar/Peruvian Nuevo Sol,forex,gb,
USDPGK,美元兌巴布亞紐幾內亞基那,US Dollar/Papua New Guinean Kina,forex,gb,
USDPKR,美元兌巴基斯坦盧比,US Dollar/Pakistani Rupee,forex,gb,
USDPTE,美元兌葡萄牙埃斯庫多,US Dollar/Portuguese Escudo,forex,gb,
USDPYG,美元兌巴拉圭瓜拉尼,US Dollar/Paraguayan Guaraní,forex,gb,
USDQAR,美元兌卡達里亞爾,US Dollar/Qatari Riyal,forex,gb,
USDRON,美元兌羅馬尼亞列伊,US Dollar/Romanian Leu,forex,gb,
USDRSD,美元兌塞爾維亞第納爾,US Dollar/Serbian Dinar,forex,gb,
USDRWF,美元兌盧安達法郎,US Dollar/Rwandan Franc,forex,gb,
USDSBD,美元兌索羅門群島元,US Dollar/Solomon Islands Dollar,forex,gb,
USDSCR,美元兌塞席爾盧比,US Dollar/Seychellois Rupee,forex,gb,
USDSDG,美元兌蘇丹鎊,US Dollar/Sudanese Pound,forex,gb,
USDSHP,美元兌聖赫勒拿鎊,US Dollar/Saint Helena Pound,forex,gb,
USDSIT,美元兌斯洛維尼亞托拉爾,US Dollar/Slovenian Tolar,forex,gb,
USDSLE,美元兌塞拉利昂新利昂,US Dollar/Sierra Leonean Leone,forex,gb,
USDSLL,美元兌塞拉利昂舊利昂,US Dollar/Sierra Leonean Old Leone,forex,gb,
USDSOS,美元兌索馬利亞先令,US Dollar/Somali Shilling,forex,gb,
USDSRD,美元兌蘇利南元,US Dollar/Surinamese Dollar,forex,gb,
USDSTN,美元兌聖多美普林西比多布拉,US Dollar/São Tomé and Príncipe Dobra,forex,gb,
USDSVC,美元兌薩爾瓦多科朗,US Dollar/Salvadoran Colón,forex,gb,
USDSYP,美元兌敘利亞鎊,US Dollar/Syrian Pound,forex,gb,
USDSZL,美元兌史瓦帝尼里蘭吉尼,US Dollar/Swazi Lilangeni,forex,gb,
USDTJS,美元兌塔吉克斯坦索莫尼,US Dollar/Tajikistani Somoni,forex,gb,
USDTMT,美元兌土庫曼斯坦馬納特,US Dollar/Turkmenistani Manat,forex,gb,
USDTND,美元兌突尼西亞第納爾,US Dollar/Tunisian Dinar,forex,gb,
USDTOP,美元兌東加潘加,US Dollar/Tongan Paʻanga,forex,gb,
USDTTD,美元兌千里達托貝哥元,US Dollar/Trinidad and Tobago Dollar,forex,gb,
USDTZS,美元兌坦尚尼亞先令,US Dollar/Tanzanian Shilling,forex,gb,
USDUAH,美元兌烏克蘭格里夫納,US Dollar/Ukrainian Hryvnia,forex,gb,
USDUGX,美元兌烏干達先令,US Dollar/Ugandan Shilling,forex,gb,
USDUSX,美元兌美國金融單位,US Dollar/US Dollar Index Unit,forex,gb,
USDUYU,美元兌烏拉圭披索,US Dollar/Uruguayan Peso,forex,gb,
USDUZS,美元兌烏茲別克斯坦蘇姆,US Dollar/Uzbekistani Som,forex,gb,
USDVES,美元兌委內瑞拉主權玻利瓦,US Dollar/Venezuelan Sovereign Bolívar,forex,gb,
USDVUV,美元兌萬那杜瓦圖,US Dollar/Vanuatu Vatu,forex,gb,
USDWCU,美元兌西非金融共同體法郎,US Dollar/West African CFA Franc,forex,gb,
USDWST,美元兌薩摩亞塔拉,US Dollar/Samoan Tālā,forex,gb,
USDXAF,美元兌中部非洲金融共同體法郎,US Dollar/Central African CFA Franc,forex,gb,
USDXCD,美元兌東加勒比元,US Dollar/East Caribbean Dollar,forex,gb,
USDXCG,美元兌科科斯群島元,US Dollar/Cocos Islands Dollar,forex,gb,
USDXDR,美元兌特別提款權,US Dollar/Special Drawing Right,forex,gb,
USDXPF,美元兌太平洋法郎,US Dollar/CFP Franc,forex,gb,
USDYER,美元兌葉門里亞爾,US Dollar/Yemeni Rial,forex,gb,
USDZAC,美元兌南非舊蘭特,US Dollar/South African Old Rand,forex,gb,
USDZMW,美元兌尚比亞克瓦查,US Dollar/Zambian Kwacha,forex,gb,
AUDGBP,澳元/英鎊,Australian Dollar / British Pound,forex,gb,
AUDHKD,澳幣/港元,Australian Dollar / Hong Kong Dollar,forex,gb,
AUDMYR,澳元/馬來西亞林吉特,Australian Dollar / Malaysian Ringgit,forex,gb,
AUDTWD,澳幣/新台幣,Australian Dollar / New Taiwan Dollar,forex,gb,
CADAUD,加幣/澳元,Canadian Dollar / Australian Dollar,forex,gb,
CADGBP,加幣/英鎊,Canadian Dollar / British Pound,forex,gb,
CADHKD,加幣/港元,Canadian Dollar / Hong Kong Dollar,forex,gb,
CADTWD,加幣/新台幣,Canadian Dollar / New Taiwan Dollar,forex,gb,
CADUSD,加幣/美元,Canadian Dollar / US Dollar,forex,gb,
CHFCAD,瑞士法郎/加幣,Swiss Franc / Canadian Dollar,forex,gb,
CHFGBP,瑞士法郎/英鎊,Swiss Franc / British Pound,forex,gb,
CHFHKD,瑞士法郎/港幣,Swiss Franc / Hong Kong Dollar,forex,gb,
CHFTWD,瑞士法郎/新台幣,Swiss Franc / New Taiwan Dollar,forex,gb,
CHFUSD,瑞士法郎/美元,Swiss Franc / US Dollar,forex,gb,
GBPHKD,英鎊/港元,British Pound / Hong Kong Dollar,forex,gb,
GBPMYR,英鎊/馬來西亞林吉特,British Pound / Malaysian Ringgit,forex,gb,
GBPTWD,英鎊/新台幣,British Pound / New Taiwan Dollar,forex,gb,
HKDCAD,港幣/加幣,Hong Kong Dollar / Canadian Dollar,forex,gb,
HKDCHF,港幣/瑞士法郎,Hong Kong Dollar / Swiss Franc,forex,gb,
HKDJPY,港幣/日圓,Hong Kong Dollar / Japanese Yen,forex,gb,
HKDTWD,港元/新台幣,Hong Kong Dollar / New Taiwan Dollar,forex,gb,
HKDUSD,港幣/美元,Hong Kong Dollar / US Dollar,forex,gb,
JPYCAD,日元/加元,Japanese Yen / Canadian Dollar,forex,gb,
JPYCHF,日元/瑞士法郎,Japanese Yen / Swiss Franc,forex,gb,
JPYGBP,日圓/英鎊,Japanese Yen / British Pound,forex,gb,
JPYHKD,日元/港元,Japanese Yen / Hong Kong Dollar,forex,gb,
JPYUSD,日圓/美元,Japanese Yen / US Dollar,forex,gb,
MYRCAD,馬來西亞林吉特/加元,Malaysian Ringgit / Canadian Dollar,forex,gb,
MYRCHF,馬來西亞林吉特/瑞士法郎,Malaysian Ringgit / Swiss Franc,forex,gb,
MYRHKD,馬來西亞林吉特/港元,Malaysian Ringgit / Hong Kong Dollar,forex,gb,
MYRJPY,馬來西亞林吉特/日元,Malaysian Ringgit / Japanese Yen,forex,gb,
MYRUSD,馬來西亞林吉特/美元,Malaysian Ringgit / US Dollar,forex,gb,
NZDAUD,紐西蘭元/澳元,New Zealand Dollar / Australian Dollar,forex,gb,
NZDGBP,紐西蘭元/英鎊,New Zealand Dollar / British Pound,forex,gb,
NZDHKD,紐西蘭元/港元,New Zealand Dollar / Hong Kong Dollar,forex,gb,
SGDCHF,新加坡元/瑞士法郎,Singapore Dollar / Swiss Franc,forex,gb,
SGDHKD,新加坡元/港元,Singapore Dollar / Hong Kong Dollar,forex,gb,
SGDJPY,新加坡元/日元,Singapore Dollar / Japanese Yen,forex,gb,
SGDUSD,新加坡元/美元,Singapore Dollar / US Dollar,forex,gb,
TWDJPY,新台幣/日元,New Taiwan Dollar / Japanese Yen,forex,gb,
TWDUSD,新台幣/美元,New Taiwan Dollar / US Dollar,forex,gb,
SGDCAD,新加坡元/加幣,Singapore Dollar / Canadian Dollar,forex,gb,
NGNUSD,尼日利亚奈拉/美元,Nigerian Naira/US Dollar,forex,gb,
XOFUSD,西非法郎/美元,West African CFA franc/US Dollar,forex,gb,
INRUSD,印度卢比/美元,Indian Rupee/US Dollar,forex,gb,
RUBUSD,俄罗斯卢布/美元,Russian Ruble/US Dollar,forex,gb,
TRYUSD,土耳其里拉 / 美元,Turkish Lira/US Dollar,forex,gb,
MXNUSD,墨西哥比索 / 美元,Mexican Peso/US Dollar,forex,gb,
BRLUSD,巴西雷亚尔 / 美元,Brazilian Real/US Dollar,forex,gb,
ZARUSD,南非兰特 / 美元,South African Rand/US Dollar,forex,gb,
PHPUSD,菲律宾比索 / 美元,Philippine Peso/US Dollar,forex,gb,
USDMYR,美元/马来西亚林吉特,US Dollar/Malaysian Ringgit,forex,gb,
USDNZD,美元/新西兰元,US Dollar/New Zealand Dollar,forex,gb,
USDKRW,美元/韩元,US Dollar/South Korean Won,forex,gb,
USDBND,美元/文莱元,US Dollar/Brunei Dollar,forex,gb,
USDBRL,美元/巴西雷亚尔,US Dollar/Brazilian Real,forex,gb,
USDCLP,美元/智利比索,US Dollar/Chilean Peso,forex,gb,
USDIDR,美元/印尼盾,US Dollar/Indonesian Rupiah,forex,gb,
USDINR,美元/印度卢比,US Dollar/Indian Rupee,forex,gb,
CNHHKD,离岸人民币/港币,CNH/Hong Kong Dollar,forex,gb,
HKDKRW,港币/韩元,Hong Kong Dollar/South Korean Won,forex,gb,
HKDTHB,港币/泰铢,Hong Kong Dollar/Thai Baht,forex,gb,
HKDAED,港币/阿联酋迪拉姆,Hong Kong Dollar/United Arab Emirates Dirham,forex,gb,
HKDBRL,港币/巴西雷亚尔,Hong Kong Dollar/Brazilian Real,forex,gb,
HKDDKK,港币/丹麦克朗,Hong Kong Dollar/Danish Krone,forex,gb,
HKDIDR,港币/印尼盾,Hong Kong Dollar/Indonesian Rupiah,forex,gb,
HKDINR,港币/印度卢比,Hong Kong Dollar/Indian Rupee,forex,gb,
HKDMXN,港币/墨西哥比索,Hong Kong Dollar/Mexican Peso,forex,gb,
HKDNOK,港币/挪威克朗,Hong Kong Dollar/Norwegian Krone,forex,gb,
HKDPHP,港币/菲律宾比索,Hong Kong Dollar/Philippine Peso,forex,gb,
HKDPKR,港币/巴基斯坦卢比,Hong Kong Dollar/Pakistani Rupee,forex,gb,
HKDPLN,港币/波兰兹罗提,Hong Kong Dollar/Polish Zloty,forex,gb,
HKDSEK,港币/瑞典克朗,Hong Kong Dollar/Swedish Krona,forex,gb,
HKDVND,港币/越南盾,Hong Kong Dollar/Vietnamese Dong,forex,gb,
HKDZAR,港币/南非兰特,Hong Kong Dollar/South African Rand,forex,gb,
CNYCHF,人民币/瑞士法郎,Chinese Yuan/Swiss Franc,forex,gb,
IRRUSD,伊朗里亚尔/美元,IRANIAN RIAL / U.S. DOLLAR,forex,gb,
CNYGBP,人民币/英鎊,Chinese Yuan/British Pound,forex,gb,
CNYCAD,人民币/加幣,Chinese Yuan/Canadian Dollar,forex,gb,
RONUSD,羅馬尼亞/美元,Romanian Leu / US Dollar,forex,gb,
